what,kind,bundleId,bundleVersion,description,time
activated,view,com.altera.sbtgui.launch,13.0.0.156,"com.altera.sbtgui.launch.hardware.ByteStreamConsoleView",1503964273660
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1503964284487
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1503964284847
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1503964351131
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1503964356461
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1503964366032
activated,editor,org.eclipse.cdt.ui,5.3.2.201202111925,"org.eclipse.cdt.ui.editor.CEditor",1503964379772
activated,view,com.altera.sbtgui.launch,13.0.0.156,"com.altera.sbtgui.launch.hardware.ByteStreamConsoleView",1503964384263
activated,editor,org.eclipse.cdt.ui,5.3.2.201202111925,"org.eclipse.cdt.ui.editor.CEditor",1503964389595
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1503964397464
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1503964399224
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1503964420286
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1503964433119
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1503964443686
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1503964453816
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1503964469053
executed,command,org.eclipse.ui.ide,3.7.0.v20110928-1505,"org.eclipse.ui.project.buildAll",1503964474973
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1503964475273
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1503964488575
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1503964491559
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1503964495239
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.copy",1503964969183
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1503964971436
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1503964973966
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1503965014110
activated,view,org.eclipse.ui.navigator.resources,3.4.300.v20110928-1505,"org.eclipse.ui.navigator.ProjectExplorer",1503965062532
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1503965068524
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1503965073504
executed,command,,,"com.altera.sbtgui.launch.hardware.Nios2HardwareLaunchShortcut.run",1503965074144
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1503965081404
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1503965093000
activated,editor,org.eclipse.cdt.ui,5.3.2.201202111925,"org.eclipse.cdt.ui.editor.CEditor",1503965094090
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.copy",1503965095480
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1503965099650
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1503965100950
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1503965118378
activated,view,com.altera.sbtgui.launch,13.0.0.156,"com.altera.sbtgui.launch.hardware.ByteStreamConsoleView",1503965118498
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1503965119291
activated,view,org.eclipse.ui.console,3.5.100.v20111007_r372,"org.eclipse.ui.console.ConsoleView",1503965119291
activated,view,com.altera.sbtgui.launch,13.0.0.156,"com.altera.sbtgui.launch.hardware.ByteStreamConsoleView",1503965123896
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1503965160989
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1503965216738
activated,editor,org.eclipse.cdt.ui,5.3.2.201202111925,"org.eclipse.cdt.ui.editor.CEditor",1503965216768
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.cut",1503965259528
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1503965269330
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1503965288702
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1503965292134
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1503965292864
activated,view,com.altera.sbtgui.launch,13.0.0.156,"com.altera.sbtgui.launch.hardware.ByteStreamConsoleView",1503965321607
activated,view,org.eclipse.ui.console,3.5.100.v20111007_r372,"org.eclipse.ui.console.ConsoleView",1503965322427
activated,view,com.altera.sbtgui.launch,13.0.0.156,"com.altera.sbtgui.launch.hardware.ByteStreamConsoleView",1503965327029
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1503965343287
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1503965355247
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1503965355267
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1503965397072
activated,editor,org.eclipse.cdt.ui,5.3.2.201202111925,"org.eclipse.cdt.ui.editor.CEditor",1503965397102
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1503965442052
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1503965446752
activated,view,com.altera.sbtgui.launch,13.0.0.156,"com.altera.sbtgui.launch.hardware.ByteStreamConsoleView",1503965461755
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1503965462687
activated,view,org.eclipse.ui.console,3.5.100.v20111007_r372,"org.eclipse.ui.console.ConsoleView",1503965462697
activated,view,com.altera.sbtgui.launch,13.0.0.156,"com.altera.sbtgui.launch.hardware.ByteStreamConsoleView",1503965467160
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1503965474840
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1503965501596
activated,editor,org.eclipse.cdt.ui,5.3.2.201202111925,"org.eclipse.cdt.ui.editor.CEditor",1503965501626
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1503965529888
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1503965533459
activated,view,com.altera.sbtgui.launch,13.0.0.156,"com.altera.sbtgui.launch.hardware.ByteStreamConsoleView",1503965547815
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1503965548675
activated,view,org.eclipse.ui.console,3.5.100.v20111007_r372,"org.eclipse.ui.console.ConsoleView",1503965548675
activated,view,com.altera.sbtgui.launch,13.0.0.156,"com.altera.sbtgui.launch.hardware.ByteStreamConsoleView",1503965553218
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1503965558788
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1503965587862
activated,editor,org.eclipse.cdt.ui,5.3.2.201202111925,"org.eclipse.cdt.ui.editor.CEditor",1503965587882
activated,view,com.altera.sbtgui.launch,13.0.0.156,"com.altera.sbtgui.launch.hardware.ByteStreamConsoleView",1503965592214
activated,editor,org.eclipse.cdt.ui,5.3.2.201202111925,"org.eclipse.cdt.ui.editor.CEditor",1503965598183
activated,view,com.altera.sbtgui.launch,13.0.0.156,"com.altera.sbtgui.launch.hardware.ByteStreamConsoleView",1503965612126
